302055684 6 11.6885 0.029
302055688 6 11.6885 0.029
302055692 6 11.6885 0.029
302055696 6 11.6885 0.029
302055700 6 11.6885 0.029
302055704 6 11.6885 0.029
302055708 6 11.6885 0.029
302055712 6 11.6885 0.029
302055940 6 11.6885 0.029
302055944 6 11.6885 0.029
302055948 6 11.6885 0.029
302055952 6 11.6885 0.029
302055956 6 11.6885 0.029
302055960 6 11.6885 0.029
302055964 6 11.6885 0.029
302055968 6 11.6885 0.029
302056196 6 11.6885 0.029
302056200 6 11.6885 0.029
302056204 6 11.6885 0.029
302056208 6 11.6885 0.029
302056212 6 11.6885 0.029
302056216 6 11.6885 0.029
302056220 6 11.6885 0.029
302056224 6 11.6885 0.029
302056452 6 11.6885 0.029
302056456 6 11.6885 0.029
302056460 6 11.6885 0.029
302056464 6 11.6885 0.029
302056468 6 11.6885 0.029
302056472 6 11.6885 0.029
302056476 6 11.6885 0.029
302056480 6 11.6885 0.029
302056708 6 11.6885 0.029
302056712 6 11.6885 0.029
302056716 6 11.6885 0.029
302056720 6 11.6885 0.029
302056724 6 11.6885 0.029
302056728 6 11.6885 0.029
302056732 6 11.6885 0.029
302056736 6 11.6885 0.029
302056964 6 11.6885 0.029
302056968 6 11.6885 0.029
302056972 6 11.6885 0.029
302056976 6 11.6885 0.029
302056980 6 11.6885 0.029
302056984 6 11.6885 0.029
302056988 6 11.6885 0.029
302056992 6 11.6885 0.029
302057220 6 11.6885 0.029
302057224 6 11.6885 0.029
302057228 6 11.6885 0.029
302057232 6 11.6885 0.029
302057236 6 11.6885 0.029
302057240 6 11.6885 0.029
302057244 6 11.6885 0.029
302057248 6 11.6885 0.029
302057476 6 11.6885 0.029
302057480 6 11.6885 0.029
302057484 6 11.6885 0.029
302057488 6 11.6885 0.029
302057492 6 11.6885 0.029
302057496 6 11.6885 0.029
302057500 6 11.6885 0.029
302057504 6 11.6885 0.029
302057732 6 11.6885 0.029
302057736 6 11.6885 0.029
302057740 6 11.6885 0.029
302057744 6 11.6885 0.029
302057748 6 11.6885 0.029
302057752 6 11.6885 0.029
302057756 6 11.6885 0.029
302057760 6 11.6885 0.029
302057988 6 11.6885 0.029
302057992 6 11.6885 0.029
302057996 6 11.6885 0.029
302058000 6 11.6885 0.029
302058004 6 11.6885 0.029
302058008 6 11.6885 0.029
302058012 6 11.6885 0.029
302058016 6 11.6885 0.029
302058244 6 11.6885 0.029
302058248 6 11.6885 0.029
302058252 6 11.6885 0.029
302058256 6 11.6885 0.029
302058260 6 11.6885 0.029
302058264 6 11.6885 0.029
302058268 6 11.6885 0.029
302058272 6 11.6885 0.029
302058500 6 11.6885 0.029
302058504 6 11.6885 0.029
302058508 6 11.6885 0.029
302058512 6 11.6885 0.029
302058516 6 11.6885 0.029
302058520 6 11.6885 0.029
302058524 6 11.6885 0.029
302058528 6 11.6885 0.029
302058756 6 11.6885 0.029
302058760 6 11.6885 0.029
302058764 6 11.6885 0.029
302058768 6 11.6885 0.029
302058772 6 11.6885 0.029
302058776 6 11.6885 0.029
302058780 6 11.6885 0.029
302058784 6 11.6885 0.029
302059012 6 11.6885 0.029
302059016 6 11.6885 0.029
302059020 6 11.6885 0.029
302059024 6 11.6885 0.029
302059028 6 11.6885 0.029
302059032 6 11.6885 0.029
302059036 6 11.6885 0.029
302059040 6 11.6885 0.029
302059268 6 11.6885 0.029
302059272 6 11.6885 0.029
302059276 6 11.6885 0.029
302059280 6 11.6885 0.029
302059284 6 11.6885 0.029
302059288 6 11.6885 0.029
302059292 6 11.6885 0.029
302059296 6 11.6885 0.029
302059524 6 11.6885 0.029
302059528 6 11.6885 0.029
302059532 6 11.6885 0.029
302059536 6 11.6885 0.029
302059540 6 11.6885 0.029
302059544 6 11.6885 0.029
302059548 6 11.6885 0.029
302059552 6 11.6885 0.029
302059780 6 11.6885 0.029
302059784 6 11.6885 0.029
302059788 6 11.6885 0.029
302059792 6 11.6885 0.029
302059796 6 11.6885 0.029
302059800 6 11.6885 0.029
302059804 6 11.6885 0.029
302059808 6 11.6885 0.029
302060036 6 11.6885 0.029
302060040 6 11.6885 0.029
302060044 6 11.6885 0.029
302060048 6 11.6885 0.029
302060052 6 11.6885 0.029
302060056 6 11.6885 0.029
302060060 6 11.6885 0.029
302060064 6 11.6885 0.029
302060292 6 11.6885 0.029
302060296 6 11.6885 0.029
302060300 6 11.6885 0.029
302060304 6 11.6885 0.029
302060308 6 11.6885 0.029
302060312 6 11.6885 0.029
302060316 6 11.6885 0.029
302060320 6 11.6885 0.029
302060548 6 11.6885 0.029
302060552 6 11.6885 0.029
302060556 6 11.6885 0.029
302060560 6 11.6885 0.029
302060564 6 11.6885 0.029
302060568 6 11.6885 0.029
302060572 6 11.6885 0.029
302060576 6 11.6885 0.029
302121220 6 11.6885 0.029
302121224 6 11.6885 0.029
302121228 6 11.6885 0.029
302121232 6 11.6885 0.029
302121236 6 11.6885 0.029
302121240 6 11.6885 0.029
302121244 6 11.6885 0.029
302121248 6 11.6885 0.029
302121476 6 11.6885 0.029
302121480 6 11.6885 0.029
302121484 6 11.6885 0.029
302121488 6 11.6885 0.029
302121492 6 11.6885 0.029
302121496 6 11.6885 0.029
302121500 6 11.6885 0.029
302121504 6 11.6885 0.029
302121732 6 11.6885 0.029
302121736 6 11.6885 0.029
302121740 6 11.6885 0.029
302121744 6 11.6885 0.029
302121748 6 11.6885 0.029
302121752 6 11.6885 0.029
302121756 6 11.6885 0.029
302121760 6 11.6885 0.029
302121988 6 11.6885 0.029
302121992 6 11.6885 0.029
